,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10147,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19340868.0,19340868.0,False,,1,,,,2023-04-08T21:41:00.000Z,27924.569293381017,9471837135.925549,-11.9543,-0.0785885,0.15522249,-1.95942212,37.65886485,20.31699609,64.42927363,540085408660.1355,45.9253,586415955161.0,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
1,1027,Ethereum,ETH,ethereum,6706,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,120457776.0,120457776.0,False,,2,,,,2023-04-08T21:41:00.000Z,1854.9875954088377,5150474022.679708,-36.8187,-0.11798382,-0.09207691,1.89696482,29.16873977,11.36166472,45.78384342,223447680250.5364,19.0001,223447680250.54,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
2,825,Tether,USDT,tether,50911,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80195385809.39134,83091735571.87251,False,,3,,,,2023-04-08T21:41:00.000Z,1.0002463729648776,17849503028.431423,-6.0504,-0.00682748,-0.04823966,0.01659287,0.02585874,0.01879917,0.0325148,80215143784.3627,6.821,83112207129.12,,2023-04-08T21:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-08 21:43:20.853727+00:00
3,1839,BNB,BNB,bnb,1246,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157886767.39446425,157886767.39446425,False,,4,,,,2023-04-08T21:41:00.000Z,310.9876895950678,462436902.55727804,-1.9671,-0.05227631,-0.04480993,-1.31906343,13.14796096,-6.30438634,14.89559572,49100841009.63832,4.1752,49100841009.64,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
4,3408,USD Coin,USDC,usd-coin,11564,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32600512573.753765,32600512573.753765,False,,5,,,,2023-04-08T21:41:00.000Z,0.9998221309877131,2330890449.704493,-19.0326,0.0056018,-0.01324206,0.01116607,0.00189768,-0.015146,-0.03246916,32594713952.782227,2.7717,32594713952.78,,2023-04-08T21:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-08 21:43:20.853727+00:00
5,52,XRP,XRP,xrp,928,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51688470797.0,99989014677.0,False,,6,,,,2023-04-08T21:41:00.000Z,0.5054386229531873,613807390.268123,-41.5971,-0.3381145,-1.37757591,-0.94133992,37.49063476,25.86359544,47.88078023,26125349502.191715,2.2215,50543862295.32,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
6,2010,Cardano,ADA,cardano,764,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34758598386.956,35660688966.542,False,,7,,,,2023-04-08T21:41:00.000Z,0.384801958218935,206241548.44326764,10.9604,-0.08323091,0.78162339,-2.40170102,25.5927886,-2.64956518,31.73398473,13375176724.246183,1.1373,17316088119.85,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
7,74,Dogecoin,DOGE,dogecoin,681,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138858036383.70532,138858036383.70532,False,,8,,,,2023-04-08T21:41:00.000Z,0.0813416118597368,503936933.0608632,-46.9846,-0.44649622,-1.040758,-0.81295241,23.98870786,-11.58234376,11.89429523,11294936499.128569,0.9605,11294936499.13,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
8,3890,Polygon,MATIC,polygon,648,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9164469069.28493,10000000000.0,False,,9,,,,2023-04-08T21:41:00.000Z,1.1055208700446923,138762106.01699433,-30.025,-0.1700474,-0.0542264,-0.31254998,10.18148152,-12.15187517,34.8555633,10131511818.973547,0.8615,11055208700.45,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
9,5426,Solana,SOL,solana,454,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,387940099.4625843,539312704.8875339,False,,10,,,,2023-04-08T21:41:00.000Z,20.169074666574925,161994854.3843335,-5.8881,-0.35146234,-1.28847475,-4.27800952,17.697576,-14.64642207,46.09890478,7824392832.219366,0.6653,10877438213.51,,2023-04-08T21:41:00.000Z,,,,,,2023-04-08 21:43:20.853727+00:00
0,1,Bitcoin,BTC,bitcoin,10147,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19340868.0,19340868.0,False,,1,,,,2023-04-08T21:43:00.000Z,27924.41637662585,9465600092.694443,-12.1247,-0.07462779,0.13937011,-1.96666654,37.55231524,20.33353932,64.45523004,540082451117.3588,45.925,586412743909.14,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
1,1027,Ethereum,ETH,ethereum,6706,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,120457776.0,120457776.0,False,,2,,,,2023-04-08T21:43:00.000Z,1854.6907146806814,5147461977.280466,-36.8782,-0.12548696,-0.09975193,1.86497209,29.07219271,11.37508097,45.79181209,223411918658.28543,18.9984,223411918658.29,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
2,825,Tether,USDT,tether,50911,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80195385809.39134,83091735571.87251,False,,3,,,,2023-04-08T21:42:00.000Z,1.0002343072929427,17850567336.046215,-6.0444,-0.01743993,-0.0609975,0.011809,0.02467125,0.01833624,0.0315595,80214176173.14684,6.8209,83111204571.5,,2023-04-08T21:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-08 21:44:21.310915+00:00
3,1839,BNB,BNB,bnb,1246,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157886767.39446425,157886767.39446425,False,,4,,,,2023-04-08T21:43:00.000Z,310.98605553790594,462522808.2548174,-2.0607,-0.02321504,-0.05396516,-1.31229773,13.01608918,-6.25268878,14.92057043,49100583013.6353,4.1754,49100583013.64,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
4,3408,USD Coin,USDC,usd-coin,11564,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32600512573.753765,32600512573.753765,False,,5,,,,2023-04-08T21:42:00.000Z,0.999828009648992,2330789224.816469,-19.0361,-0.01276961,-0.03193663,0.01164414,0.00478954,-0.01580989,-0.02892744,32594905600.153164,2.7717,32594905600.15,,2023-04-08T21:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-08 21:44:21.310915+00:00
5,52,XRP,XRP,xrp,928,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51688470797.0,99989014677.0,False,,6,,,,2023-04-08T21:43:00.000Z,0.5053501501063907,613595883.6206677,-41.6262,-0.34473044,-1.45925221,-0.95096444,37.34225886,25.89063017,47.93393702,26120776476.033745,2.2212,50535015010.64,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
6,2010,Cardano,ADA,cardano,764,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34758598386.956,35660688966.542,False,,7,,,,2023-04-08T21:42:00.000Z,0.38484046314247994,206233375.84878734,10.9637,-0.05616073,0.79547376,-2.39283217,25.58091549,-2.6329794,31.76601481,13376515101.419603,1.1375,17317820841.41,,2023-04-08T21:42:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
7,74,Dogecoin,DOGE,dogecoin,681,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138858036383.70532,138858036383.70532,False,,8,,,,2023-04-08T21:43:00.000Z,0.08130616951494696,504221181.9656411,-46.9127,-0.47586664,-1.05211472,-0.83401035,23.81177201,-11.6029039,11.72805916,11290015044.726217,0.96,11290015044.73,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
8,3890,Polygon,MATIC,polygon,648,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9164469069.28493,10000000000.0,False,,9,,,,2023-04-08T21:43:00.000Z,1.1056934480140117,138500288.1956228,-30.2042,-0.10864205,-0.0049413,-0.3128999,9.88404941,-12.08780058,34.89840034,10133093404.435413,0.8617,11056934480.14,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
9,5426,Solana,SOL,solana,454,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,387940099.4625843,539312704.8875339,False,,10,,,,2023-04-08T21:42:00.000Z,20.166830562965103,162723073.63513303,-5.4651,-0.33699185,-1.29232401,-4.29180184,17.69555099,-14.65759278,46.08628478,7823522254.441768,0.6653,10876227939.92,,2023-04-08T21:42:00.000Z,,,,,,2023-04-08 21:44:21.310915+00:00
0,1,Bitcoin,BTC,bitcoin,10147,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19340868.0,19340868.0,False,,1,,,,2023-04-08T21:43:00.000Z,27924.41637662585,9465600092.694443,-12.1247,-0.07462779,0.13937011,-1.96666654,37.55231524,20.33353932,64.45523004,540082451117.3588,45.925,586412743909.14,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
1,1027,Ethereum,ETH,ethereum,6706,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,120457776.0,120457776.0,False,,2,,,,2023-04-08T21:43:00.000Z,1854.6907146806814,5147461977.280466,-36.8782,-0.12548696,-0.09975193,1.86497209,29.07219271,11.37508097,45.79181209,223411918658.28543,18.9984,223411918658.29,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
2,825,Tether,USDT,tether,50911,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80195385809.39134,83091735571.87251,False,,3,,,,2023-04-08T21:43:00.000Z,1.000239976618904,17850131515.206806,-6.0668,-0.01130112,-0.05541899,0.00882009,0.0265554,0.01819066,0.03025421,80214630826.92958,6.821,83111675645.63,,2023-04-08T21:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-08 21:45:21.659983+00:00
3,1839,BNB,BNB,bnb,1246,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157886767.39446425,157886767.39446425,False,,4,,,,2023-04-08T21:43:00.000Z,310.98605553790594,462522808.2548174,-2.0607,-0.02321504,-0.05396516,-1.31229773,13.01608918,-6.25268878,14.92057043,49100583013.6353,4.1754,49100583013.64,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
4,3408,USD Coin,USDC,usd-coin,11564,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32600512573.753765,32600512573.753765,False,,5,,,,2023-04-08T21:43:00.000Z,0.9998457361948091,2330444937.0749874,-19.0664,-0.00603771,-0.02336711,0.00957458,-0.01781702,-0.01524461,-0.01961655,32595483494.632965,2.7717,32595483494.63,,2023-04-08T21:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-08 21:45:21.659983+00:00
5,52,XRP,XRP,xrp,928,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51688470797.0,99989014677.0,False,,6,,,,2023-04-08T21:43:00.000Z,0.5053501501063907,613595883.6206677,-41.6262,-0.34473044,-1.45925221,-0.95096444,37.34225886,25.89063017,47.93393702,26120776476.033745,2.2212,50535015010.64,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
6,2010,Cardano,ADA,cardano,764,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34758598386.956,35660688966.542,False,,7,,,,2023-04-08T21:43:00.000Z,0.3848113485793755,206219373.4487218,10.9312,8.893e-05,0.80547034,-2.39701174,25.39544565,-2.57732631,31.79746952,13375503120.013445,1.1374,17316510686.07,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
7,74,Dogecoin,DOGE,dogecoin,681,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138858036383.70532,138858036383.70532,False,,8,,,,2023-04-08T21:43:00.000Z,0.08130616951494696,504221181.9656411,-46.9127,-0.47586664,-1.05211472,-0.83401035,23.81177201,-11.6029039,11.72805916,11290015044.726217,0.96,11290015044.73,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
8,3890,Polygon,MATIC,polygon,648,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9164469069.28493,10000000000.0,False,,9,,,,2023-04-08T21:43:00.000Z,1.1056934480140117,138500288.1956228,-30.2042,-0.10864205,-0.0049413,-0.3128999,9.88404941,-12.08780058,34.89840034,10133093404.435413,0.8617,11056934480.14,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
9,5426,Solana,SOL,solana,454,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,387940099.4625843,539312704.8875339,False,,10,,,,2023-04-08T21:43:00.000Z,20.158365810242096,162882215.0652648,-5.2617,-0.33490782,-1.35572055,-4.32808938,17.54685422,-14.6672102,46.04235897,7820238437.428477,0.665,10871662791.23,,2023-04-08T21:43:00.000Z,,,,,,2023-04-08 21:45:21.659983+00:00
0,1,Bitcoin,BTC,bitcoin,10147,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19340868.0,19340868.0,False,,1,,,,2023-04-08T21:45:00.000Z,27929.235585278093,9466298204.338617,-12.1161,-0.07211355,0.14415792,-1.95326018,37.52513816,20.3594607,64.48511695,540175658795.76636,45.9369,586513947290.84,,2023-04-08T21:45:00.000Z,,,,,,2023-04-08 21:46:21.966547+00:00
1,1027,Ethereum,ETH,ethereum,6706,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,120457776.0,120457776.0,False,,2,,,,2023-04-08T21:45:00.000Z,1854.8672479288664,5147392577.6377125,-36.8759,-0.11349654,-0.10857579,1.87954444,29.02132858,11.37219883,45.81009571,223433183460.75186,19.0002,223433183460.75,,2023-04-08T21:45:00.000Z,,,,,,2023-04-08 21:46:21.966547+00:00
2,825,Tether,USDT,tether,50911,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80195385809.39134,83091735571.87251,False,,3,,,,2023-04-08T21:45:00.000Z,1.0003899831630119,17855755871.288517,-6.0417,-0.00350812,-0.03938979,0.02147442,0.04116326,0.03291514,0.04709857,80226660659.60825,6.822,83124139949.73,,2023-04-08T21:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-08 21:46:21.966547+00:00
3,1839,BNB,BNB,bnb,1246,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157886767.39446425,157886767.39446425,False,,4,,,,2023-04-08T21:45:00.000Z,310.9471073544437,462472411.5850782,-2.0935,-0.03691801,-0.05295016,-1.31386968,12.99214724,-6.28209395,14.92973073,49094433610.852554,4.1748,49094433610.85,,2023-04-08T21:45:00.000Z,,,,,,2023-04-08 21:46:21.966547+00:00
4,3408,USD Coin,USDC,usd-coin,11564,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32600512573.753765,32600512573.753765,False,,5,,,,2023-04-08T21:45:00.000Z,0.9999742415957716,2329775438.5051084,-19.0845,0.0081294,-0.00301318,0.01840489,-0.00340109,-0.0057073,-0.00964242,32599672836.572838,2.7721,32599672836.57,,2023-04-08T21:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-08 21:46:21.966547+00:00
5,52,XRP,XRP,xrp,928,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51688470797.0,99989014677.0,False,,6,,,,2023-04-08T21:45:00.000Z,0.5053096584212474,613714655.8807504,-41.599,-0.35272297,-1.45545482,-0.95733025,37.26456337,25.88419818,47.9140068,26118683522.74869,2.2211,50530965842.12,,2023-04-08T21:45:00.000Z,,,,,,2023-04-08 21:46:21.966547+00:00
6,2010,Cardano,ADA,cardano,764,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34758598386.956,35660688966.542,False,,7,,,,2023-04-08T21:45:00.000Z,0.38479457234556236,206148705.26526424,10.9105,-0.00183766,0.81023772,-2.40047085,25.34643863,-2.58143413,31.81519786,13374920001.639889,1.1373,17315755755.55,,2023-04-08T21:45:00.000Z,,,,,,2023-04-08 21:46:21.966547+00:00
